(48, 28)
(109, 59)
(114, 29)
(113, -90)
(67, 44)
(16, -2)
(49, 12)
(42, 17)
(36, -11)
(25, 31)
(36, 6)
(26, -10)
(74, 30)
(104, 52)
(104, 4)
(101, 48)
(110, -4)
(111, 33)
(116, -11)
(141, -38)
(11, -7)
(141, -60)
(120, -88)
(14, -1)
(32, 36)
(125, -2)
(29, 49)
(47, 13)
(41, 5)
(94, 36)
(68, 28)
(136, 12)
(73, 24)
(60, 12)
(130, 2)
(115, 28)
(40, 18)
(111, -2)
(91, -100)
(12, -10)
(65, 10)
(130, 37)
(113, -9)
(108, -80)
(74, -5)
(142, -39)
(34, 5)
(78, 0)
(21, -12)
(108, -100)
(34, 34)
(53, 5)
(116, 36)
(16, -10)
(61, 14)
(25, 48)
(97, 42)
(28, 47)
(130, -16)
(125, -59)
(111, -92)
(32, 19)
(100, 22)
(62, 14)
(28, 40)
(56, 37)
(101, 25)
(126, -12)
(117, 25)
(69, 18)
(30, 17)
(127, -14)
(110, 24)
(15, 20)
(35, 35)
(114, 18)
(119, 6)
(120, -5)
(15, 21)
(123, 31)
(97, -106)
(129, 41)
(40, 31)
(0, 0)
(111, -70)
(51, 16)
(135, 16)
(53, 19)
(61, 19)
(96, 4)
(22, -13)
(45, 44)
(35, 31)
(105, 36)
(33, 17)
(138, -31)
(95, -109)
(109, 22)
(37, 10)
(40, 2)
(112, -8)
(22, 15)
(119, -12)
(134, -23)
(104, -91)
(124, 29)
(47, 7)
(106, 21)
(32, 48)
(146, 26)
(137, -28)
(44, -4)
(100, 9)
(105, 50)
(143, 36)
(131, -9)
(141, 35)
(132, 42)
(132, -35)
(149, 11)
(132, -65)
(74, -7)
(39, -1)
(70, 39)
(39, 6)
(103, -91)
(108, -101)
(47, 6)
(130, -30)
(149, 14)
(34, 15)
(95, 16)
(137, 35)
(140, -63)
(119, 23)
(14, 2)
(25, 14)
(40, 37)
(30, 49)
(107, 58)
(34, 42)
(34, 33)
(136, 26)
(35, 17)
(111, -8)
(10, 5)
(16, -9)
(8, 24)
(100, 16)
(137, -43)
(128, 21)
(52, 11)
(54, 11)
(107, -89)
(18, -10)
(98, 34)
(57, 13)
(49, 19)
(118, 19)
(118, 23)
(109, 31)
(8, 1)
(27, 49)
(47, 8)
(30, 47)
(112, -61)
(32, 14)
(109, -88)
(104, 27)
(70, 42)
(33, 42)
(51, -1)
(31, 32)
(114, 36)
(145, 31)
(63, 46)
(62, 22)
(38, -10)
(54, 37)
(111, 60)
(52, 10)
(20, -11)
(54, 19)
(58, 42)
(33, 31)
(12, 27)
(92, 9)
(20, -10)
(101, 13)
(119, 5)
(14, -13)
(124, 12)
(143, 33)
(34, 31)
(106, -15)
(79, -2)
(33, -17)
(34, 37)
(31, 15)
(91, 6)
(138, -26)
(141, 5)
(149, -57)
(149, -59)
(96, -93)
(70, 23)
(18, 30)
(103, -102)
(42, 7)
(47, 12)
(133, -11)
(101, 30)
(131, -66)
(80, 1)
(118, 29)
(21, 46)
(134, -74)
(98, 36)
(12, 7)
(35, 47)
(119, -4)
(142, -49)
(67, 41)
(116, -4)
(127, 40)
(29, 45)
(13, -15)
(55, 8)
(31, 40)
(51, 19)
(124, 14)
(72, -3)
(137, -63)
(97, 24)
(13, 0)
(28, -10)
(68, 34)
(76, 22)
(11, -6)
(10, 31)
(144, 32)
(118, -96)
(115, 25)
(142, -25)
(50, 18)
(100, 24)
(65, 39)
(45, 8)
(138, -36)
(36, -8)
(5, -4)
(69, 34)
(56, 15)
(65, 24)
(131, 7)
(104, 53)
(65, 38)
(117, 15)
(96, -92)
(24, -12)
(29, 39)
(42, 32)
(24, 41)
(128, 28)
(140, 35)
(129, 21)
(101, 15)
(104, 30)
(32, 28)
(112, 68)
(127, 23)
(27, 27)
(92, -108)
(77, -3)
(113, 33)
(111, 65)
(35, 14)
(28, 23)
(127, -15)
(99, 33)
(42, 9)
(31, 33)
(29, 36)
(112, 30)
(119, 0)
(54, 29)
(121, 30)
(149, -58)
(109, 4)
(117, -86)
(124, -101)
(51, 8)
(104, 8)
(114, 8)
(92, 36)
(67, 10)
(104, 6)
(115, 23)
(108, 57)
(57, 16)
(116, 11)
(20, 46)
(12, 26)
(127, 37)
(33, 15)
(122, -5)
(99, 3)
(29, 52)
(107, -8)
(109, -85)
(60, 5)
(51, 0)
(59, 12)
(-6, -10)
(-4, -10)
(115, -9)
(30, 32)
(124, -25)
(16, -7)
(120, 21)
(122, -104)
(22, 27)
(106, -18)
(108, -91)
(124, 26)
(14, 23)
(135, 12)
(94, 10)
(11, -10)
(130, -60)
(-2, -8)
(26, 45)
(130, -40)
(33, -9)
(115, 9)
(95, 12)
(41, 44)
(134, 2)
(108, 64)
(134, -37)
(120, -96)
(110, 69)
(-3, -7)
(49, 2)
(126, -11)
(136, -21)
(31, 37)
(120, -4)
(127, 26)
(113, 25)
(13, -10)
(112, 27)
(51, 21)
(110, -60)
(119, 21)
(115, -65)
(141, -25)
(136, -40)
(124, 22)
(115, 4)
(48, 12)
(115, 15)
(52, 3)
(43, 16)
(43, 5)
(26, 34)
(114, 21)
(117, -89)
(56, 5)
(38, 34)
(30, 45)
(76, 0)
(95, 23)
(35, 42)
(98, 3)
(25, 22)
(60, 23)
(16, 46)
(100, 19)
(11, 2)
(93, 9)
(136, -66)
(29, 33)
(75, -7)
(124, 15)
(34, 35)
(36, 10)
(25, 36)
(73, 1)
(47, 45)
(14, -9)
(125, 32)
(47, 15)
(138, -39)
(41, 29)
(141, -45)
(110, -82)
(31, -4)
(40, 32)
(101, -1)
(143, -39)
(10, 1)
(115, -62)
(113, -92)
(21, -11)
(31, 47)
(48, 5)
(100, 21)
(36, 5)
(-2, -10)
(75, 24)
(134, 4)
(46, 11)
(130, -69)
(137, 28)
(69, 28)
(27, 26)
(38, 37)
(95, -108)
(141, -46)
(106, 26)
(34, 28)
(46, 2)
(121, 31)
(119, 1)
(121, 62)
(46, 9)
(100, 7)
(108, -9)
(34, 17)
(130, 6)
(148, -42)
(61, 29)
(38, 16)
(110, 21)
(112, 21)
(110, -83)
(92, 16)
(121, 10)
(27, 30)
(129, 1)
(103, 40)
(7, 3)
(55, 20)
(46, 15)
(105, 29)
(119, -104)
(53, 39)
(139, -39)
(130, -63)
(102, 46)
(9, 7)
(48, 4)
(105, 67)
(94, 12)
(107, 4)
(114, 7)
(106, -13)
(15, 30)
(66, 34)
(135, -74)
(132, -68)
(45, 45)
(114, 24)
(118, -66)
(27, 48)
(36, 26)
(22, 25)
(31, 17)
(8, 0)
(44, 6)
(71, 24)
(-4, -6)
(63, 29)
(20, -12)
(141, 6)
(109, -60)
(91, -102)
(111, -7)
(137, -30)
(22, -14)
(34, 20)
(104, 5)
(109, 19)
(125, 20)
(43, 6)
(48, 16)
(106, -11)
(36, 36)
(130, -13)
(52, 7)
(136, -25)
(130, -27)
(138, -44)
(141, -47)
(101, 12)
(30, 39)
(127, -16)
(116, 32)
(52, 29)
(142, -42)
(45, 6)
(64, 46)
(1, -2)
(58, 27)
(63, 21)
(50, 6)
(17, 46)
(29, -11)
(16, -12)
(39, 8)
(118, 34)
(109, 24)
(99, 11)
(101, 47)
(133, 4)
(123, -65)
(102, -102)
(32, 42)
(71, 34)
(129, 28)
(108, -88)
(-1, -1)
(12, 3)
(14, -10)
(21, 38)
(129, 45)
(95, 17)
(145, 29)
(91, -107)
(121, -102)
(63, 44)
(23, 39)
(132, 17)
(119, 12)
(39, 34)
(129, -24)
(61, 11)
(45, 32)
(67, 39)
(61, 44)
(28, 30)
(105, 65)
(32, 8)
(111, 68)
(125, 14)
(140, -37)
(104, 3)
(143, -61)
(139, -63)
(110, -3)
(109, -91)
(118, 2)
(112, 26)
(139, 35)
(35, -11)
(37, 36)
(109, -104)
(149, 13)
(115, -8)
(55, 23)
(70, 5)
(112, 2)
(28, -14)
(116, 25)
(135, 15)
(124, -97)
(37, 12)
(44, -2)
(97, 0)
(93, 34)
(118, 3)
(110, -81)
(9, 2)
(90, 6)
(18, 39)
(110, -8)
(117, -5)
(117, -88)
(59, 10)
(110, -10)
(140, -25)
(115, -10)
(32, 40)
(67, -7)
(11, -13)
(60, 24)
(134, -11)
(42, 16)
(79, -4)
(118, 35)
(110, -7)
(31, 28)
(108, 21)
(113, -106)
(108, 22)
(75, 0)
(23, 29)
(112, 65)
(27, 41)
(18, 17)
(121, -25)
(11, 6)
(41, 18)
(57, 12)
(57, 20)
(20, 29)
(120, 25)
(13, 22)
(127, -13)
(132, -40)
(141, -44)
(117, -4)
(52, 42)
(58, 19)
(9, 22)
(118, 18)
(137, -27)
(112, -64)
(32, 32)
(29, 40)
(112, -92)
(28, 28)
(30, 46)
(25, 29)
(128, 23)
(130, -4)
(101, 49)
(130, 19)
(92, 7)
(109, 63)
(60, 10)
(-1, -9)
(30, 37)
(138, 2)
(104, 67)
(110, -69)
(106, 20)
(28, 48)
(47, 28)
(22, 38)
(121, 26)
(43, 12)
(48, 6)
(1, 0)
(115, 5)
(134, -26)
(91, 20)
(46, -2)
(111, -93)
(51, 14)
(130, -65)
(28, 34)
(30, 33)
(124, -1)
(104, 19)
(49, 25)
(61, 7)
(118, 25)
(109, -79)
(112, -106)
(39, 46)
(32, 10)
(116, -106)
(127, 29)
(125, -5)
(0, -1)
(-4, -9)
(43, 13)
(29, 14)
(49, 9)
(122, 23)
(131, -4)
(102, 36)
(145, 25)
(119, -2)
(124, -2)
(118, 33)
(105, 4)
(126, 37)
(31, 39)
(35, 16)
(2, -3)
(34, 7)
(135, -40)
(103, 50)
(116, 23)
(32, 35)
(25, 34)
(123, 26)
(17, -2)
(125, 12)
(37, 15)
(97, 22)
(102, 49)
(23, 26)
(49, 6)
(20, 39)
(40, 3)
(35, 33)
(127, 33)
(117, -8)
(29, -14)
(135, 13)
(53, 16)
(90, -107)
(29, 42)
(54, 6)
(33, 14)
(125, 42)
(42, 42)
(42, -2)
(70, 31)
(104, 29)
(109, -78)
(27, -13)
(95, -105)
(47, 10)
(96, 0)
(108, 19)
(65, 26)
(143, 26)
(142, 35)
(30, 12)
(140, -24)
(113, -66)
(47, 27)
(124, 7)
(47, 5)
(25, 23)
(26, 31)
(119, 26)
(129, -16)
(99, -91)
(72, 1)
(27, 14)
(113, 36)
(118, -4)
(50, 29)
(12, 30)
(74, -4)
(36, 13)
(102, -1)
(38, 6)
(23, 15)
(126, 22)
(49, 16)
(119, 18)
(110, 35)
(145, 28)
(76, -7)
(124, 13)
(111, -9)
(137, -37)
(102, 9)
(110, -88)
(110, -90)
(114, -90)
(132, -64)
(27, 34)
(68, -7)
(117, 1)
(55, 19)
(126, 25)
(39, 4)
(133, 17)
(136, -26)
(12, -14)
(34, 32)
(128, -13)
(55, 37)
(143, -38)
(107, -90)
(33, 19)
(115, -90)
(46, 1)
(37, 42)
(32, 9)
(122, -2)
(23, 28)
(111, -89)
(57, 19)
(87, 3)
(22, 33)
(11, -8)
(40, 4)
(30, 41)
(10, 22)
(37, 13)
(14, -2)
(121, 21)
(22, 35)
(85, 3)
(15, -9)
(96, 7)
(108, 51)
(115, 13)
(100, 11)
(117, 18)
(134, -6)
(77, -1)
(41, 30)
(34, 4)
(117, 2)
(147, -42)
(133, 28)
(108, 30)
(41, 32)
(24, 33)
(135, -17)
(50, 8)
(48, 15)
(52, 0)
(112, -7)
(60, 19)
(130, -67)
(114, 26)
(100, 29)
(15, -8)
(29, 35)
(125, 33)
(8, 3)
(70, 9)
(122, 21)
(138, -37)
(15, 43)
(42, 14)
(142, -50)
(125, 34)
(93, 23)
(37, 16)
(113, 19)
(126, 24)
(83, 3)
(138, 26)
(135, -11)
(99, 0)
(141, 13)
(106, -102)
(129, 26)
(37, 31)
(49, 15)
(55, 9)
(31, 36)
(17, -5)
(87, 6)
(9, -5)
(128, -27)
(44, 30)
(70, 26)
(135, 7)
(132, -37)
(59, 46)
(111, -10)
(145, -61)
(52, 8)
(14, -12)
(12, 29)
(142, 12)
(37, -12)
(109, 5)
(130, -64)
(114, 33)
(33, -5)
(34, 44)
(58, 10)
(13, 2)
(121, -67)
(111, 21)
(42, 13)
(94, 20)
(110, 18)
(113, -65)
(124, -3)
(25, 24)
(27, 39)
(44, 13)
(10, -6)
(49, 27)
(30, 21)
(114, 25)
(68, 32)
(97, 33)
(100, 37)
(25, 43)
(15, -7)
(112, -10)
(32, -4)
(136, -23)
(143, -41)
(132, -66)
(109, -72)
(18, -7)
(27, 25)
(44, 17)
(38, 15)
(36, 28)
(39, 10)
(26, 29)
(51, 17)
(45, 28)
(106, -16)
(41, 28)
(38, 13)
(22, 43)
(41, 13)
(37, 35)
(39, 13)
(30, 29)
(31, -2)
(27, 44)
(101, 50)
(135, -26)
(98, 35)
(133, -37)
(43, 2)
(101, 26)
(100, 38)
(133, -25)
(148, -45)
(148, -49)
(136, -69)
(109, 64)
(114, 3)
(134, 7)
(144, -42)
(33, -7)
(46, 32)
(57, 7)
(94, 11)
(59, 27)
(29, 12)
(113, -67)
(13, 23)
(114, 5)
(131, -73)
(99, -1)
(107, 27)
(73, 33)
(112, -1)
(82, 3)
(51, 7)
(110, 2)
(51, 13)
(41, 21)
(68, 30)
(39, 1)
(26, 23)
(111, 35)
(2, -9)
(127, 30)
(65, 29)
(65, 40)
(100, 35)
(106, 45)
(101, 40)
(61, 6)
(36, 48)
(127, 27)
(15, -13)
(114, 61)
(118, 61)
(125, 16)
(101, 10)
(96, 35)
(129, -15)
(114, -85)
(33, 12)
(121, 22)
(54, 12)
(114, 31)
(35, 19)
(99, 36)
(75, 30)
(104, 51)
(150, 8)
(137, 3)
(110, 20)
(19, 30)
(128, 22)
(44, 25)
(125, 11)
(106, -17)
(66, 41)
(12, -4)
(12, -13)
(14, -15)
(34, 19)
(108, -10)
(131, -68)
(116, -67)
(91, -96)
(105, -9)
(62, 11)
(104, 55)
(123, -60)
(94, 34)
(121, 5)
(137, -36)
(30, 44)
(123, -64)
(91, -99)
(72, 31)
(41, 20)
(45, 5)
(29, 23)
(29, 46)
(134, 3)
(130, 3)
(111, 25)
(35, 48)
(70, 29)
(126, 20)
(70, 22)
(58, 43)
(70, 41)
(51, 20)
(24, 28)
(31, 42)
(117, 31)
(100, 6)
(67, 32)
(121, 27)
(108, 24)
(143, 32)
(139, 33)
(120, -2)
(40, 34)
(40, 38)
(66, 10)
(109, 35)
(106, 36)
(104, 70)
(119, -5)
(143, 8)
(125, 44)
(131, -33)
(26, 51)
(96, 3)
(46, 28)
(110, 19)
(95, 20)
(137, -34)
(126, 35)
(39, 26)
(13, 5)
(130, 45)
(43, -7)
(28, 14)
(21, 15)
(108, 33)
(105, 48)
(129, 6)
(106, -12)
(136, -35)
(132, -29)
(116, -90)
(127, -104)
(30, 42)
(149, 9)
(133, -40)
(130, 9)
(130, -15)
(65, 45)
(15, -3)
(49, 32)
(134, -3)
(143, 34)
(139, 31)
(119, 31)
(26, -13)
(121, -96)
(129, -20)
(25, -10)
(139, -34)
(137, -8)
(142, -61)
(115, -67)
(28, 38)
(94, -105)
(71, -7)
(10, 20)
(9, -6)
(32, 34)
(105, 25)
(113, 24)
(108, 25)
(102, 50)
(115, 29)
(139, 27)
(105, -89)
(55, 15)
(93, -93)
(109, 25)
(109, 69)
(117, 0)
(36, 42)
(145, 32)
(97, 11)
(40, 39)
(123, -3)
(126, 29)
(14, -5)
(111, 19)
(54, 13)
(116, -6)
(118, -9)
(119, 17)
(140, 25)
(131, -72)
(16, -1)
(39, 11)
(27, -12)
(23, 38)
(104, 68)
(8, 23)
(21, 45)
(3, -7)
(43, 30)
(-7, -7)
(134, 26)
(124, -99)
(125, 29)
(26, 41)
(57, 10)
(45, 31)
(101, 4)
(118, 32)
(41, 16)
(31, 45)
(130, 41)
(106, 64)
(1, -8)
(31, 9)
(100, 17)
(131, -7)
(130, -23)
(123, -63)
(114, -66)
(90, -109)
(126, -104)
(27, 20)
(60, 14)
(-7, -8)
(31, -3)
(52, 2)
(88, -108)
(51, 15)
(14, 1)
(26, 43)
(27, 38)
(119, 29)
(148, -43)
(40, 7)
(111, 66)
(69, 29)
(137, 4)
(110, -92)
(122, 20)
(122, -102)
(95, 10)
(-3, -11)
(114, 66)
(39, 35)
(118, 28)
(110, 59)
(34, -11)
(26, 11)
(49, 10)
(41, 27)
(102, 30)
(40, 9)
(94, 6)
(121, 6)
(104, 46)
(38, 31)
(131, -65)
(122, 11)
(45, 29)
(120, 26)
(143, -40)
(63, 20)
(131, -64)
(49, 5)
(62, 29)
(68, 27)
(127, 39)
(36, 31)
(123, -5)
(109, 29)
(38, 14)
(97, -104)
(110, 27)
(129, -17)
(130, 8)
(137, -26)
(141, -43)
(108, 20)
(33, -14)
(135, -37)
(30, 13)
(39, -11)
(112, 64)
(112, -63)
(2, -5)
(60, 29)
(41, 23)
(111, 31)
(42, -1)
(58, 12)
(134, -29)
(25, 49)
(44, -3)
(104, 2)
(134, -2)
(122, 26)
(8, 25)
(111, 28)
(108, 32)
(35, 38)
(148, 26)
(138, -32)
(88, -106)
(74, -3)
(133, -74)
(29, 34)
(23, -14)
(120, 5)
(95, 4)
(96, 23)
(138, -25)
(108, -97)
(39, 9)
(120, -104)
(34, 9)
(124, -59)
(148, -44)
(149, -51)
(100, 48)
(91, -108)
(126, 45)
(31, 13)
(148, 13)
(96, 36)
(1, -9)
(39, -10)
(56, 27)
(12, -6)
(40, 30)
(22, 44)
(99, 30)
(100, 31)
(144, 33)
(74, -6)
(114, -10)
(14, 20)
(122, -3)
(111, -87)
(29, 47)
(138, -42)
(93, -108)
(116, 20)
(30, -4)
(65, 43)
(122, 22)
(28, 32)
(109, 33)
(139, -35)
(127, -105)
(102, 20)
(72, -1)
(118, 27)
(130, -12)
(15, -10)
(74, -1)
(98, 30)
(52, 18)
(117, 8)
(39, 7)
(27, -15)
(14, 25)
(116, 24)
(97, 26)
(115, 8)
(6, -6)
(117, -6)
(138, 29)
(26, -15)
(118, 17)
(36, 11)
(125, -101)
(9, 27)
(104, 1)
(116, 15)
(27, 42)
(68, 38)
(25, 37)
(113, 26)
(111, -82)
(121, -104)
(29, 30)
(136, -74)
(125, 15)
(89, -105)
(108, 34)
(102, 29)
(121, 28)
(108, 35)
(118, 66)
(15, -12)
(117, -63)
(109, 30)
(143, 37)
(96, 11)
(115, 12)
(47, 2)
(69, 41)
(96, 20)
(21, -14)
(121, 24)
(112, 29)
(131, -23)
(149, 10)
(49, 7)
(25, 21)
(37, -10)
(39, 29)
(107, 24)
(148, 11)
(125, 13)
(117, 26)
(25, 25)
(109, -84)
(128, 37)
(128, -4)
(108, -98)
(42, 34)
(118, 5)
(70, 19)
(116, 30)
(113, 64)
(118, 22)
(140, -60)
(106, 44)
(143, 24)
(12, -2)
(111, -81)
(32, 7)
(118, 20)
(11, 1)
(127, 32)
(7, -5)
(18, -8)
(32, 15)
(9, 20)
(113, 21)
(7, -9)
(33, -3)
(111, 27)
(39, 12)
(144, 34)
(119, -1)
(73, -5)
(125, 17)
(108, -95)
(100, 5)
(122, 13)
(95, 7)
(60, 25)
(42, 28)
(117, -2)
(52, 12)
(91, 37)
(74, 0)
(36, 17)
(40, 15)
(132, 28)
(67, 18)
(50, 2)
(10, 0)
(37, 11)
(26, 46)
(114, 6)
(102, 4)
(64, 18)
(111, 2)
(38, 9)
(8, -8)
(44, 7)
(119, 19)
(9, -9)
(32, 13)
(99, 31)
(134, 28)
(126, -101)
(116, -63)
(18, -3)
(72, 0)
(120, 14)
(94, 23)
(118, -65)
(107, 28)
(116, -65)
(69, 32)
(25, 26)
(111, 22)
(112, -82)
(109, -77)
(28, 35)
(24, 15)
(39, 33)
(120, 15)
(109, 34)
(13, -5)
(116, 8)
(131, 5)
(92, -93)
(95, 8)
(73, -7)
(12, 6)
(31, 49)
(126, -25)
(136, -29)
(58, 14)
(22, 45)
(136, -6)
(56, 10)
(120, 28)
(110, 22)
(101, 23)
(66, 18)
(114, -6)
(117, -85)
(42, 25)
(41, -7)
(50, 42)
(22, 37)
(85, -106)
(111, -60)
(104, 49)
(121, 7)
(28, 37)
(32, 43)
(32, 3)
(130, 5)
(130, 7)
(109, -90)
(34, -7)
(43, 1)
(130, -62)
(124, -6)
(106, -91)
(127, 28)
(16, -11)
(30, 9)
(114, -83)
(8, 29)
(124, -98)
(49, 20)
(98, 11)
(137, 26)
(45, 4)
(16, 30)
(12, 28)
(13, -1)
(104, 48)
(70, 30)
(55, 5)
(136, -68)
(121, 25)
(114, -4)
(34, -5)
(59, 44)
(33, -15)
(29, 29)
(31, 11)
(22, 40)
(35, 30)
(143, 40)
(110, -9)
(54, 14)
(136, -65)
(114, 2)
(132, -62)
(119, -67)
(49, 22)
(114, -82)
(5, -3)
(34, 29)
(14, 30)
(106, 24)
(121, 65)
(137, -29)
(33, -13)
(122, 12)
(102, -91)
(122, -101)
(144, 31)
(33, 48)
(142, -48)
(135, -29)
(116, 29)
(26, 50)
(41, 4)
(8, 26)
(32, 44)
(92, 8)
(34, 48)
(112, 36)
(100, 39)
(112, 22)
(102, 40)
(35, 46)
(58, 28)
(93, 12)
(131, -69)
(117, -69)
(117, -87)
(131, -74)
(60, 13)
(117, -64)
(117, 4)
(112, 31)
(116, -1)
(110, -93)
(1, 1)
(120, 11)
(117, 32)
(105, 24)
(113, -1)
(65, 37)
(108, 59)
(18, 25)
(143, 30)
(38, 7)
(136, 4)
(101, 27)
(103, 56)
(80, 2)
(70, 3)
(110, -5)
(63, 17)
(32, 37)
(26, 14)
(75, -5)
(46, 12)
(119, 20)
(112, -87)
(65, 44)
(37, 33)
(70, 2)
(101, 11)
(115, 33)
(131, -70)
(113, 23)
(130, 35)
(117, -65)
(109, -107)
(31, 29)
(113, -88)
(109, 23)
(76, 24)
(101, -102)
(69, 38)
(132, -23)
(128, -25)
(106, 23)
(9, 3)
(52, 9)
(96, 2)
(87, 5)
(111, 24)
(118, -6)
(119, -20)
(100, -1)
(112, 23)
(136, -37)
(115, -88)
(47, 1)
(88, -107)
(111, -86)
(38, 12)
(103, 23)
(134, -35)
(114, -84)
(123, -96)
(114, -61)
(96, -109)
(130, -14)
(40, -7)
(65, 33)
(24, 31)
(26, 52)
(42, 6)
(137, 6)
(103, 19)
(99, 48)
(32, 11)
(6, -7)
(41, 34)
(149, 12)
(117, 5)
(56, 12)
(115, 14)
(105, 64)
(138, 4)
(21, 43)
(8, 5)
(113, 65)
(119, -14)
(121, -2)
(129, -14)
(141, -24)
(139, -24)
(111, 69)
(55, 10)
(120, 10)
(141, 29)
(41, 17)
(14, -3)
(36, 30)
(46, 10)
(120, -3)
(54, 20)
(28, 39)
(45, 26)
(121, 63)
(42, 1)
(70, 40)
(128, 35)
(138, 35)
(139, 30)
(137, -7)
(144, -61)
(140, -59)
(119, -88)
(95, -93)
(29, -13)
(88, -104)
(95, -111)
(9, 1)
(34, 36)
(36, 29)
(41, 3)
(58, 5)
(23, 30)
(98, 43)
(50, 13)
(117, -3)
(27, -14)
(37, 9)
(108, 31)
(111, 67)
(142, 26)
(129, -13)
(141, -39)
(36, 12)
(137, -41)
(148, -46)
(46, 17)
(29, 41)
(97, 37)
(51, 1)
(53, 10)
(131, 28)
(61, 9)
(111, 26)
(118, -67)
(92, -105)
(124, -100)
(31, 34)
(98, 45)
(113, -7)
(118, -105)
(107, 23)
(109, -89)
(31, -15)
(145, 30)
(32, 31)
(132, -17)
(136, -75)
(27, -10)
(13, 20)
(33, -4)
(48, 1)
(15, 23)
(55, 2)
(109, -9)
(118, -68)
(107, -91)
(108, -60)
(33, -8)
(31, 46)
(86, -106)
(28, -11)
(7, -3)
(140, -36)
(139, -33)
(111, -90)
(40, 14)
(43, 28)
(35, 45)
(64, 29)
(63, 15)
(134, -1)
(94, 7)
(46, 8)
(2, -4)
(113, 6)
(145, 27)
(4, -7)
(31, 10)
(97, -1)
(26, -14)
(53, 9)
(33, 29)
(103, -1)
(121, -5)
(122, 14)
(135, 10)
(124, -5)
(119, -18)
(129, -27)
(143, -43)
(131, 41)
(138, -63)
(12, 8)
(50, 7)
(14, 22)
(110, 64)
(13, -6)
(39, 5)
(50, 23)
(138, -35)
(16, -5)
(39, 31)
(117, 9)
(97, 31)
(15, 40)
(127, -103)
(143, 41)
(106, 19)
(29, 48)
(93, 13)
(139, 26)
(93, -105)
(109, 32)
(3, -6)
(119, 15)
(141, -49)
(113, -87)
(108, -96)
(125, 43)
(130, -70)
(29, 37)
(138, 33)
(114, -1)
(147, -61)
(109, 8)
(53, 11)
(67, 27)
(149, 8)
(102, 21)
(127, -101)
(108, 69)
(131, -11)
(26, 48)
(99, 27)
(27, 13)
(102, 27)
(101, 24)
(118, 31)
(100, 34)
(121, 64)
(36, 8)
(33, -16)
(137, -35)
(137, -40)
(49, 43)
(58, 7)
(8, -6)
(119, -22)
(142, -38)
(59, 19)
(124, 20)
(111, 6)
(119, 24)
(40, 16)
(128, 1)
(43, 9)
(37, 14)
(108, -7)
(136, -73)
(95, -103)
(44, 12)
(7, -8)
(53, 29)
(47, 16)
(0, -8)
(46, 5)
(38, 26)
(48, -1)
(40, 13)
(112, 25)
(137, -9)
(132, -63)
(122, -66)
(136, 7)
(129, -19)
(99, 23)
(32, 29)
(125, 26)
(12, 20)
(100, 4)
(31, 14)
(144, 30)
(18, -6)
(12, 25)
(34, 39)
(28, 43)
(48, -2)
(79, -6)
(116, 26)
(100, -102)
(138, -5)
(130, -17)
(30, 19)
(116, 66)
(101, 36)
(114, -8)
(114, -9)
